label,mean_diff
AG,0.15296296296296297
AG CAD,0.6385000000000001
AG INT,0.0932
AG OUV,0.17372093023255816
AI,0.2588888888888889
AI CAD,0.12262626262626264
ATOT,0.07753086419753086
PPVm,83.39666666666668
