label,mean_diff
AG,0.1515123456790123
AG CAD,0.6394722222222222
AG INT,0.08013333333333333
AG OUV,0.18701550387596902
AI,0.2588271604938271
AI CAD,0.12262626262626264
ATOT,0.07753086419753086
PPVm,75.12083333333334
